,epoch,train_loss,val_loss,val_accuracy
0,1.0,3.4062360660626787,1.843233751978891,0.5909927695797189
1,2.0,1.5476316498843559,1.340431602249034,0.7001064926344848
2,3.0,1.209613625916613,1.1338896243654766,0.7427108020116522
3,4.0,1.0414685022855898,1.02729012242884,0.7664826672980796
4,5.0,0.9344986968023946,0.96062528180717,0.7789068766507077
5,6.0,0.8571580406956805,0.9160516280131569,0.791112310377525
6,7.0,0.7976526149886467,0.878328606413077,0.7961748848833707
7,8.0,0.7487212217864,0.8485295282288392,0.8047252952505235
8,9.0,0.7078654019505172,0.8308815317214021,0.8116784446846064
9,10.0,0.6728517355046438,0.8252532192757378,0.8129413248171476
