,epoch,train_loss,val_loss,val_accuracy
0,1.0,2.4047766493572755,1.4057224673772053,0.6745225192006986
1,2.0,1.2467276553902569,1.1712188001732227,0.7320784754040958
2,3.0,1.0853388648202082,1.081772251785911,0.7522813256223794
3,4.0,1.0020862670205968,1.043175748915035,0.7611555375980557
4,5.0,0.9476207389108713,1.0048288429408012,0.76953042232644
5,6.0,0.9086052455564217,0.9736015329507948,0.7777170459071482
6,7.0,0.8797599159653536,0.9592101448526245,0.7823393201186791
7,8.0,0.8575302590878434,0.9529977853771683,0.7851219771983429
8,9.0,0.8382906907718156,0.9427860609234888,0.7873888348251292
9,10.0,0.8221415270791519,0.9337603875537768,0.7904157802334235
